DATE (MM/DD/YYYY)_MST,Global CMP22 (vent/cor) [W/m^2],POA 40-South CMP11 [W/m^2],Deck Dry Bulb Temp [deg C],Avg Wind Speed @ 19ft [m/s]
2019-03-10 00:00:00,-0.52178,-2.35908,-2.804,2.963
2019-03-10 00:01:00,-0.505104,-2.50864,-2.7739999999999996,2.753
2019-03-10 00:02:00,-0.48317899999999997,-2.6389,-2.77,3.1
2019-03-10 00:03:00,-0.46292700000000003,-2.80293,-2.818,3.05
2019-03-10 00:04:00,-0.438537,-2.8946099999999997,-2.917,2.95
2019-03-10 00:05:00,-0.43799099999999996,-2.90426,-2.938,2.475
2019-03-10 00:06:00,-0.413078,-2.91873,-2.95,2.813
2019-03-10 00:07:00,-0.403485,-2.85603,-2.92,2.763
2019-03-10 00:08:00,-0.42449,-2.77884,-2.832,2.325
2019-03-10 00:09:00,-0.439878,-2.79332,-2.7760000000000002,2.375
2019-03-10 00:10:00,-0.45997299999999997,-2.81262,-2.759,2.35
2019-03-10 00:11:00,-0.458797,-2.85121,-2.7460000000000004,2.525
2019-03-10 00:12:00,-0.452607,-2.8656900000000003,-2.7569999999999997,2.625
2019-03-10 00:13:00,-0.47188599999999997,-2.8464,-2.77,2.463
2019-03-10 00:14:00,-0.459506,-2.85606,-2.7680000000000002,2.425
2019-03-10 00:15:00,-0.47382799999999997,-2.82712,-2.765,2.25
2019-03-10 00:16:00,-0.477602,-2.79336,-2.7439999999999998,2.425
2019-03-10 00:17:00,-0.505631,-2.73545,-2.7489999999999997,2.225
2019-03-10 00:18:00,-0.463848,-2.7065099999999997,-2.7439999999999998,2.6
2019-03-10 00:19:00,-0.482206,-2.71135,-2.7319999999999998,2.313
2019-03-10 00:20:00,-0.48117200000000004,-2.71136,-2.727,2.35
2019-03-10 00:21:00,-0.49440600000000007,-2.71137,-2.7110000000000003,2.475
2019-03-10 00:22:00,-0.47921800000000003,-2.70172,-2.7119999999999997,2.625
2019-03-10 00:23:00,-0.47888100000000006,-2.8126900000000004,-2.734,2.263
2019-03-10 00:24:00,-0.45221000000000006,-2.8319799999999997,-2.781,2.375
2019-03-10 00:25:00,-0.45454300000000003,-2.69208,-2.804,2.438
2019-03-10 00:26:00,-0.44832799999999995,-2.5714599999999996,-2.8169999999999997,2.313
2019-03-10 00:27:00,-0.452744,-2.53769,-2.8280000000000003,2.313
2019-03-10 00:28:00,-0.418666,-2.5087599999999997,-2.846,2.313
2019-03-10 00:29:00,-0.41125200000000006,-2.5087599999999997,-2.905,2.438
2019-03-10 00:30:00,-0.386033,-2.53289,-2.9219999999999997,2.325
2019-03-10 00:31:00,-0.409215,-2.52324,-2.8280000000000003,2.45
2019-03-10 00:32:00,-0.410458,-2.58597,-2.7710000000000004,1.95
2019-03-10 00:33:00,-0.422868,-2.6149299999999998,-2.7439999999999998,1.8130000000000002
2019-03-10 00:34:00,-0.444266,-2.70178,-2.745,2.275
2019-03-10 00:35:00,-0.44980600000000004,-2.7500400000000003,-2.762,2.075
2019-03-10 00:36:00,-0.45083599999999996,-2.8079400000000003,-2.7510000000000003,2.263
2019-03-10 00:37:00,-0.47614300000000004,-2.72593,-2.748,2.525
2019-03-10 00:38:00,-0.474785,-2.7114599999999998,-2.863,2.45
2019-03-10 00:39:00,-0.460636,-2.70663,-2.9730000000000003,2.513
2019-03-10 00:40:00,-0.465318,-2.75489,-2.987,2.3
2019-03-10 00:41:00,-0.460086,-2.80797,-2.9530000000000003,2.575
2019-03-10 00:42:00,-0.438184,-2.78868,-2.937,2.55
2019-03-10 00:43:00,-0.45044399999999996,-2.6970099999999997,-2.946,2.625
2019-03-10 00:44:00,-0.458441,-2.52815,-2.915,2.6
2019-03-10 00:45:00,-0.47372,-2.3689400000000003,-2.801,2.85
2019-03-10 00:46:00,-0.5152979999999999,-2.27727,-2.7539999999999996,2.613
2019-03-10 00:47:00,-0.533664,-2.12771,-2.7230000000000003,3.063
2019-03-10 00:48:00,-0.541667,-2.12289,-2.6260000000000003,2.6630000000000003
2019-03-10 00:49:00,-0.564349,-2.12289,-2.5789999999999997,2.938
2019-03-10 00:50:00,-0.559779,-2.13254,-2.595,2.475
2019-03-10 00:51:00,-0.553558,-2.18561,-2.656,2.4130000000000003
2019-03-10 00:52:00,-0.537339,-2.2772900000000003,-2.697,2.975
2019-03-10 00:53:00,-0.48382,-2.25799,-2.7289999999999996,2.575
2019-03-10 00:54:00,-0.49104,-2.27247,-2.742,2.825
2019-03-10 00:55:00,-0.453193,-2.19528,-2.7910000000000004,2.6630000000000003
2019-03-10 00:56:00,-0.427204,-2.22423,-2.9130000000000003,2.575
2019-03-10 00:57:00,-0.409018,-2.1808099999999997,-2.9530000000000003,2.513
2019-03-10 00:58:00,-0.38557800000000003,-2.25319,-2.983,2.588
2019-03-10 00:59:00,-0.383088,-2.2145900000000003,-2.985,2.575
2019-03-10 01:00:00,-0.39097800000000005,-2.15669,-3.005,2.675
2019-03-10 01:01:00,-0.399951,-2.07468,-3.011,2.55
2019-03-10 01:02:00,-0.406439,-1.99748,-3.0,2.85
2019-03-10 01:03:00,-0.410196,-1.95888,-3.037,2.863
2019-03-10 01:04:00,-0.404831,-1.98301,-3.109,2.6630000000000003
2019-03-10 01:05:00,-0.404769,-2.03126,-3.091,2.563
2019-03-10 01:06:00,-0.395541,-2.12295,-3.0389999999999997,2.4130000000000003
2019-03-10 01:07:00,-0.387036,-2.2484,-3.015,2.363
2019-03-10 01:08:00,-0.384886,-2.2387599999999996,-2.991,2.475
2019-03-10 01:09:00,-0.369479,-2.28218,-2.985,1.963
2019-03-10 01:10:00,-0.358771,-2.33526,-3.09,2.063
2019-03-10 01:11:00,-0.317859,-2.39798,-3.2310000000000003,2.263
2019-03-10 01:12:00,-0.30580999999999997,-2.37869,-3.3789999999999996,2.213
2019-03-10 01:13:00,-0.29646300000000003,-2.38835,-3.46,2.525
2019-03-10 01:14:00,-0.282886,-2.32563,-3.485,2.625
2019-03-10 01:15:00,-0.295982,-2.25809,-3.477,2.6630000000000003
2019-03-10 01:16:00,-0.341952,-2.22431,-3.457,2.513
2019-03-10 01:17:00,-0.360194,-2.24361,-3.409,2.738
2019-03-10 01:18:00,-0.36917,-2.31599,-3.313,3.0
2019-03-10 01:19:00,-0.390108,-2.40767,-3.2689999999999997,2.575
2019-03-10 01:20:00,-0.40741900000000003,-2.46074,-3.241,2.113
2019-03-10 01:21:00,-0.484638,-2.509,-3.1839999999999997,2.225
2019-03-10 01:22:00,-0.470991,-2.55725,-3.111,2.15
2019-03-10 01:23:00,-0.482549,-2.62963,-3.069,2.063
2019-03-10 01:24:00,-0.49351000000000006,-2.73579,-3.042,2.263
2019-03-10 01:25:00,-0.503958,-2.80333,-3.0069999999999997,1.8
2019-03-10 01:26:00,-0.512131,-2.76473,-2.99,2.15
2019-03-10 01:27:00,-0.527452,-2.7164900000000003,-3.0189999999999997,2.463
2019-03-10 01:28:00,-0.547054,-2.52833,-3.015,2.525
2019-03-10 01:29:00,-0.5477810000000001,-2.38358,-3.0039999999999996,2.6630000000000003
2019-03-10 01:30:00,-0.524632,-2.2919,-3.03,2.675
2019-03-10 01:31:00,-0.509783,-2.1954,-3.071,2.475
2019-03-10 01:32:00,-0.521285,-2.14715,-3.068,2.35
2019-03-10 01:33:00,-0.517147,-2.14715,-3.01,2.225
2019-03-10 01:34:00,-0.5358729999999999,-2.27259,-2.99,2.113
2019-03-10 01:35:00,-0.5359970000000001,-2.4125099999999997,-2.983,2.213
2019-03-10 01:36:00,-0.542605,-2.4173400000000003,-2.943,2.113
2019-03-10 01:37:00,-0.585884,-2.3112,-2.7960000000000003,1.575
2019-03-10 01:38:00,-0.588777,-2.3546400000000003,-2.819,1.663
2019-03-10 01:39:00,-0.560303,-2.4608,-2.926,1.4880000000000002
2019-03-10 01:40:00,-0.5561520000000001,-2.62968,-2.966,1.425
2019-03-10 01:41:00,-0.554868,-2.8420099999999997,-2.96,1.413
2019-03-10 01:42:00,-0.541573,-2.89508,-2.95,1.3130000000000002
2019-03-10 01:43:00,-0.503017,-2.93852,-2.926,1.45
2019-03-10 01:44:00,-0.517948,-2.9337,-2.884,1.338
2019-03-10 01:45:00,-0.511716,-2.9144,-2.8710000000000004,1.275
2019-03-10 01:46:00,-0.489962,-2.94335,-2.9189999999999996,1.5
2019-03-10 01:47:00,-0.444017,-2.96265,-2.963,1.9
2019-03-10 01:48:00,-0.441903,-3.03985,-3.023,2.013
2019-03-10 01:49:00,-0.392502,-3.07845,-3.093,1.6130000000000002
2019-03-10 01:50:00,-0.401566,-2.9337,-3.074,1.775
2019-03-10 01:51:00,-0.407612,-2.78895,-3.015,1.625
2019-03-10 01:52:00,-0.42166000000000003,-2.69245,-2.9789999999999996,1.9380000000000002
2019-03-10 01:53:00,-0.41557,-2.74552,-2.965,1.8
2019-03-10 01:54:00,-0.444126,-2.71657,-2.949,0.96
2019-03-10 01:55:00,-0.43374399999999996,-2.6827900000000002,-2.931,1.238
2019-03-10 01:56:00,-0.475904,-2.72142,-2.929,1.7380000000000002
2019-03-10 01:57:00,-0.45491499999999996,-2.5815,-2.943,1.6
2019-03-10 01:58:00,-0.47748599999999997,-2.49948,-2.958,1.413
2019-03-10 01:59:00,-0.473127,-2.4464,-3.02,1.3630000000000002
2019-03-10 02:00:00,-0.46093900000000004,-2.5043,-3.0980000000000003,1.5130000000000001
2019-03-10 02:01:00,-0.45643100000000003,-2.3788400000000003,-3.148,1.4380000000000002
2019-03-10 02:02:00,-0.48411499999999996,-2.42227,-3.1860000000000004,1.3
2019-03-10 02:03:00,-0.462871,-2.3933299999999997,-3.1889999999999996,1.425
2019-03-10 02:04:00,-0.490634,-2.45607,-3.197,1.375
2019-03-10 02:05:00,-0.47092,-2.53328,-3.195,1.125
2019-03-10 02:06:00,-0.496881,-2.50915,-3.1719999999999997,1.15
2019-03-10 02:07:00,-0.49533299999999997,-2.50915,-3.1319999999999997,1.113
2019-03-10 02:08:00,-0.479808,-2.53329,-3.1689999999999996,1.088
2019-03-10 02:09:00,-0.49411400000000005,-2.5091799999999997,-3.193,0.8
2019-03-10 02:10:00,-0.490015,-2.52848,-3.179,0.9
2019-03-10 02:11:00,-0.490617,-2.70221,-3.1719999999999997,0.632
2019-03-10 02:12:00,-0.44421099999999997,-2.89522,-3.165,0.502
2019-03-10 02:13:00,-0.405684,-2.94347,-3.179,0.0
2019-03-10 02:14:00,-0.402649,-2.96276,-3.197,0.0
2019-03-10 02:15:00,-0.370922,-3.09306,-3.214,0.0
2019-03-10 02:16:00,-0.363068,-3.25712,-3.216,0.0
2019-03-10 02:17:00,-0.339694,-3.3632800000000005,-3.2319999999999998,0.0
2019-03-10 02:18:00,-0.334478,-3.44049,-3.23,0.0
2019-03-10 02:19:00,-0.36596300000000004,-3.4067300000000005,-3.21,0.0
2019-03-10 02:20:00,-0.401057,-3.3295199999999996,-3.1919999999999997,0.0
2019-03-10 02:21:00,-0.393013,-3.2667900000000003,-3.1839999999999997,0.0
2019-03-10 02:22:00,-0.405499,-3.15098,-3.193,0.0
2019-03-10 02:23:00,-0.463736,-3.03999,-3.2089999999999996,0.402
2019-03-10 02:24:00,-0.5219050000000001,-2.92418,-3.201,0.165
2019-03-10 02:25:00,-0.540876,-2.87112,-3.1039999999999996,0.282
2019-03-10 02:26:00,-0.542585,-2.8663,-3.1010000000000004,0.035
2019-03-10 02:27:00,-0.5432279999999999,-2.89043,-3.1889999999999996,0.115
2019-03-10 02:28:00,-0.552585,-2.89043,-3.333,0.903
2019-03-10 02:29:00,-0.522989,-2.77462,-3.451,0.092
2019-03-10 02:30:00,-0.5125270000000001,-2.543,-3.5239999999999996,0.0
2019-03-10 02:31:00,-0.486968,-2.62505,-3.612,0.0
2019-03-10 02:32:00,-0.453172,-2.7746299999999997,-3.675,0.0
2019-03-10 02:33:00,-0.43805,-2.97248,-3.7060000000000004,0.0
2019-03-10 02:34:00,-0.405914,-3.1076,-3.734,0.0
2019-03-10 02:35:00,-0.400346,-3.16069,-3.7,0.0
2019-03-10 02:36:00,-0.406951,-3.25238,-3.589,0.0
2019-03-10 02:37:00,-0.377983,-3.30065,-3.545,0.0
2019-03-10 02:38:00,-0.372902,-3.31514,-3.511,0.0
2019-03-10 02:39:00,-0.395437,-3.26207,-3.48,0.0
2019-03-10 02:40:00,-0.41384499999999996,-3.21865,-3.449,0.0
2019-03-10 02:41:00,-0.437567,-3.0931900000000003,-3.437,0.0
2019-03-10 02:42:00,-0.48471000000000003,-2.83262,-3.4339999999999997,0.0
2019-03-10 02:43:00,-0.463992,-2.52379,-3.427,0.0
2019-03-10 02:44:00,-0.45528500000000005,-2.27768,-3.435,0.0
2019-03-10 02:45:00,-0.486364,-2.11844,-3.424,0.0
2019-03-10 02:46:00,-0.49794799999999995,-2.02675,-3.4139999999999997,0.0
2019-03-10 02:47:00,-0.522285,-2.04605,-3.4189999999999996,0.0
2019-03-10 02:48:00,-0.509976,-2.14739,-3.4339999999999997,0.0
2019-03-10 02:49:00,-0.489605,-2.10879,-3.4530000000000003,0.0
2019-03-10 02:50:00,-0.443912,-2.0991400000000002,-3.45,0.0
2019-03-10 02:51:00,-0.398675,-2.10397,-3.451,0.0
2019-03-10 02:52:00,-0.357162,-2.10397,-3.465,0.0
2019-03-10 02:53:00,-0.365991,-2.1667099999999997,-3.4739999999999998,0.0
2019-03-10 02:54:00,-0.370422,-2.2149799999999997,-3.468,0.0
2019-03-10 02:55:00,-0.383654,-2.34527,-3.423,0.0
2019-03-10 02:56:00,-0.371311,-2.52383,-3.428,0.0
2019-03-10 02:57:00,-0.370528,-2.64931,-3.464,0.0
2019-03-10 02:58:00,-0.378227,-2.82304,-3.4960000000000004,0.0
2019-03-10 02:59:00,-0.35736999999999997,-2.97262,-3.5580000000000003,0.0
2019-03-10 03:00:00,-0.3566,-3.1125599999999998,-3.588,0.0
2019-03-10 03:01:00,-0.347298,-3.18013,-3.596,0.0
2019-03-10 03:02:00,-0.366873,-3.1897900000000003,-3.5980000000000003,0.0
2019-03-10 03:03:00,-0.37091,-3.15603,-3.611,0.0
2019-03-10 03:04:00,-0.400029,-3.16087,-3.6,0.0
2019-03-10 03:05:00,-0.39703499999999997,-3.074,-3.536,0.0
2019-03-10 03:06:00,-0.443792,-2.9340599999999997,-3.5069999999999997,0.0
2019-03-10 03:07:00,-0.417067,-2.8279099999999997,-3.4789999999999996,0.0
2019-03-10 03:08:00,-0.412599,-2.73623,-3.46,0.0
2019-03-10 03:09:00,-0.404371,-2.5046,-3.452,0.105
2019-03-10 03:10:00,-0.37816900000000003,-2.1619599999999997,-3.466,0.0
2019-03-10 03:11:00,-0.330847,-2.0413200000000002,-3.4989999999999997,0.0
2019-03-10 03:12:00,-0.301617,-2.01237,-3.565,0.0
2019-03-10 03:13:00,-0.287007,-1.8434700000000002,-3.627,0.0
2019-03-10 03:14:00,-0.27967,-1.8289900000000001,-3.6630000000000003,0.0
2019-03-10 03:15:00,-0.248596,-1.7952099999999998,-3.696,0.0
2019-03-10 03:16:00,-0.239211,-1.75178,-3.716,0.0
2019-03-10 03:17:00,-0.24636599999999997,-1.83382,-3.7319999999999998,0.0
2019-03-10 03:18:00,-0.25851399999999997,-1.85313,-3.737,0.0
2019-03-10 03:19:00,-0.291463,-1.99308,-3.736,0.0
2019-03-10 03:20:00,-0.322004,-2.0606400000000002,-3.718,0.0
2019-03-10 03:21:00,-0.340643,-2.18129,-3.713,0.0
2019-03-10 03:22:00,-0.34504,-2.2199,-3.7039999999999997,0.0
2019-03-10 03:23:00,-0.35797399999999996,-2.21991,-3.705,0.0
2019-03-10 03:24:00,-0.34637399999999996,-2.26818,-3.715,0.0
2019-03-10 03:25:00,-0.341199,-2.40331,-3.718,0.0
2019-03-10 03:26:00,-0.34804,-2.40814,-3.717,0.0
2019-03-10 03:27:00,-0.370361,-2.48053,-3.718,0.0
2019-03-10 03:28:00,-0.376726,-2.5722400000000003,-3.713,0.0
2019-03-10 03:29:00,-0.37162199999999995,-2.60602,-3.7089999999999996,0.0
2019-03-10 03:30:00,-0.33476100000000003,-2.60602,-3.7030000000000003,0.0
2019-03-10 03:31:00,-0.322056,-2.65909,-3.718,0.0
2019-03-10 03:32:00,-0.31300500000000003,-2.77975,-3.736,0.0
2019-03-10 03:33:00,-0.315963,-2.87146,-3.722,0.0
2019-03-10 03:34:00,-0.307366,-2.91491,-3.7119999999999997,0.0
2019-03-10 03:35:00,-0.305503,-2.99213,-3.6910000000000003,0.0
2019-03-10 03:36:00,-0.305508,-3.18519,-3.6830000000000003,0.0
2019-03-10 03:37:00,-0.310352,-3.3541,-3.7739999999999996,0.0
2019-03-10 03:38:00,-0.32254299999999997,-3.44579,-4.012,0.0
2019-03-10 03:39:00,-0.32908899999999996,-3.56645,-4.127,0.0
2019-03-10 03:40:00,-0.352606,-3.37341,-4.102,0.0
2019-03-10 03:41:00,-0.379583,-3.0742,-4.012,0.0
2019-03-10 03:42:00,-0.355705,-2.8184299999999998,-3.9789999999999996,0.0
2019-03-10 03:43:00,-0.33184,-2.59642,-3.963,0.0
2019-03-10 03:44:00,-0.327382,-2.49024,-3.969,0.0
2019-03-10 03:45:00,-0.319044,-2.49025,-3.967,0.0
2019-03-10 03:46:00,-0.31097800000000003,-2.4902599999999997,-3.955,0.0
2019-03-10 03:47:00,-0.314889,-2.4806,-3.9619999999999997,0.0
2019-03-10 03:48:00,-0.330519,-2.5626599999999997,-3.958,0.0
2019-03-10 03:49:00,-0.326204,-2.6061099999999997,-3.9539999999999997,0.0
2019-03-10 03:50:00,-0.301846,-2.6061099999999997,-3.96,0.0
2019-03-10 03:51:00,-0.309863,-2.60129,-3.957,0.0
2019-03-10 03:52:00,-0.325993,-2.56268,-3.96,0.0
2019-03-10 03:53:00,-0.34531100000000003,-2.4565099999999997,-3.943,0.0
2019-03-10 03:54:00,-0.336785,-2.41308,-3.927,0.0
2019-03-10 03:55:00,-0.391546,-2.41308,-3.864,0.0
2019-03-10 03:56:00,-0.45792200000000005,-2.40825,-3.7880000000000003,0.0
2019-03-10 03:57:00,-0.488997,-2.41308,-3.748,0.0
2019-03-10 03:58:00,-0.531026,-2.41309,-3.7289999999999996,0.647
2019-03-10 03:59:00,-0.546009,-2.41309,-3.693,1.25
2019-03-10 04:00:00,-0.569479,-2.4420599999999997,-3.623,1.213
2019-03-10 04:01:00,-0.5662689999999999,-2.50963,-3.594,1.063
2019-03-10 04:02:00,-0.504042,-2.60615,-3.648,1.125
2019-03-10 04:03:00,-0.43376400000000004,-2.63994,-3.7039999999999997,1.275
2019-03-10 04:04:00,-0.4189,-2.66408,-3.7310000000000003,1.463
2019-03-10 04:05:00,-0.431812,-2.66407,-3.741,1.35
2019-03-10 04:06:00,-0.451871,-2.66408,-3.7569999999999997,1.425
2019-03-10 04:07:00,-0.46432299999999993,-2.67374,-3.7510000000000003,1.3130000000000002
2019-03-10 04:08:00,-0.43327,-2.64961,-3.733,1.3
2019-03-10 04:09:00,-0.37006500000000003,-2.5868700000000002,-3.735,1.125
2019-03-10 04:10:00,-0.346421,-2.46139,-3.737,1.175
2019-03-10 04:11:00,-0.354487,-2.4276,-3.722,1.013
2019-03-10 04:12:00,-0.35477600000000004,-2.49035,-3.718,0.61
2019-03-10 04:13:00,-0.346931,-2.54827,-3.736,0.0
2019-03-10 04:14:00,-0.344177,-2.6641,-3.736,0.0
2019-03-10 04:15:00,-0.341001,-2.79924,-3.736,0.0
2019-03-10 04:16:00,-0.357425,-2.91507,-3.734,0.0
2019-03-10 04:17:00,-0.329941,-3.0116,-3.752,0.0
2019-03-10 04:18:00,-0.30702399999999996,-3.14676,-3.76,0.0
2019-03-10 04:19:00,-0.31477,-3.1853599999999997,-3.785,0.0
2019-03-10 04:20:00,-0.280697,-3.1853599999999997,-3.804,0.0
2019-03-10 04:21:00,-0.274497,-3.18535,-3.8569999999999998,0.0
2019-03-10 04:22:00,-0.28347100000000003,-3.1853599999999997,-3.918,0.0
2019-03-10 04:23:00,-0.285076,-3.0550599999999997,-3.95,0.0
2019-03-10 04:24:00,-0.28648,-2.99715,-3.966,0.0
2019-03-10 04:25:00,-0.326394,-2.9681900000000003,-3.978,0.0
2019-03-10 04:26:00,-0.30359200000000003,-2.9344,-3.9789999999999996,0.0
2019-03-10 04:27:00,-0.323668,-2.95853,-3.986,0.0
2019-03-10 04:28:00,-0.33918400000000004,-2.99715,-4.0,0.0
2019-03-10 04:29:00,-0.308799,-3.03095,-3.9960000000000004,0.0
2019-03-10 04:30:00,-0.328952,-3.16127,-4.016,0.0
2019-03-10 04:31:00,-0.340773,-3.2867599999999997,-4.07,0.0
2019-03-10 04:32:00,-0.337107,-3.3446800000000003,-4.129,0.0
2019-03-10 04:33:00,-0.341986,-3.37846,-4.162,0.0
2019-03-10 04:34:00,-0.34275300000000003,-3.3736300000000004,-4.178999999999999,0.0
2019-03-10 04:35:00,-0.338593,-3.31089,-4.181,0.0
2019-03-10 04:36:00,-0.350335,-3.13715,-4.1819999999999995,0.0
2019-03-10 04:37:00,-0.362195,-2.97789,-4.138,0.0
2019-03-10 04:38:00,-0.34594,-2.8138,-4.099,0.0
2019-03-10 04:39:00,-0.34601,-2.60627,-4.081,0.272
2019-03-10 04:40:00,-0.353104,-2.6110900000000004,-4.074,0.988
2019-03-10 04:41:00,-0.388754,-2.51939,-4.04,0.8370000000000001
2019-03-10 04:42:00,-0.409075,-2.49527,-4.015,1.125
2019-03-10 04:43:00,-0.43458100000000005,-2.41322,-3.9930000000000003,1.1
2019-03-10 04:44:00,-0.47691999999999996,-2.38909,-3.927,0.988
2019-03-10 04:45:00,-0.502361,-2.34083,-3.8160000000000003,0.975
2019-03-10 04:46:00,-0.5321819999999999,-2.30705,-3.767,1.1
2019-03-10 04:47:00,-0.546818,-2.38909,-3.748,1.375
2019-03-10 04:48:00,-0.553683,-2.32151,-3.738,1.163
2019-03-10 04:49:00,-0.556421,-2.22016,-3.738,1.05
2019-03-10 04:50:00,-0.55594,-2.26844,-3.735,0.862
2019-03-10 04:51:00,-0.540037,-2.33601,-3.762,1.025
2019-03-10 04:52:00,-0.5066039999999999,-2.3891,-3.762,1.113
2019-03-10 04:53:00,-0.505592,-2.40358,-3.755,1.263
2019-03-10 04:54:00,-0.516645,-2.2877400000000003,-3.748,1.175
2019-03-10 04:55:00,-0.5049279999999999,-2.26845,-3.741,1.288
2019-03-10 04:56:00,-0.478314,-2.30707,-3.759,1.338
2019-03-10 04:57:00,-0.470113,-2.31672,-3.783,1.263
2019-03-10 04:58:00,-0.41596700000000003,-2.41324,-3.8310000000000004,1.25
2019-03-10 04:59:00,-0.38192600000000004,-2.46633,-3.8989999999999996,1.25
2019-03-10 05:00:00,-0.368294,-2.58699,-3.943,1.05
2019-03-10 05:01:00,-0.363085,-2.6063099999999997,-3.966,0.85
2019-03-10 05:02:00,-0.353617,-2.7511200000000002,-3.99,1.213
2019-03-10 05:03:00,-0.345285,-2.79457,-4.02,1.338
2019-03-10 05:04:00,-0.31304099999999996,-2.7993900000000003,-4.107,1.175
2019-03-10 05:05:00,-0.309341,-2.80421,-4.177,1.125
2019-03-10 05:06:00,-0.322888,-2.7993799999999998,-4.19,1.025
2019-03-10 05:07:00,-0.341411,-2.7993900000000003,-4.2010000000000005,0.938
2019-03-10 05:08:00,-0.35496500000000003,-2.7993900000000003,-4.192,1.013
2019-03-10 05:09:00,-0.360109,-2.7993799999999998,-4.175,1.1
2019-03-10 05:10:00,-0.37601599999999996,-2.73182,-4.1419999999999995,1.3
2019-03-10 05:11:00,-0.394881,-2.6980299999999997,-4.136,1.3
2019-03-10 05:12:00,-0.43642600000000004,-2.6015099999999998,-4.113,1.375
2019-03-10 05:13:00,-0.438169,-2.6063400000000003,-4.063,1.375
2019-03-10 05:14:00,-0.44428900000000004,-2.57255,-4.039,1.3630000000000002
2019-03-10 05:15:00,-0.435867,-2.6353,-4.044,1.3
2019-03-10 05:16:00,-0.411943,-2.616,-4.058,1.4
2019-03-10 05:17:00,-0.381223,-2.616,-4.067,1.4380000000000002
2019-03-10 05:18:00,-0.401663,-2.6063400000000003,-4.082,1.238
2019-03-10 05:19:00,-0.354574,-2.6015099999999998,-4.065,1.1
2019-03-10 05:20:00,-0.37793899999999997,-2.59187,-4.044,1.075
2019-03-10 05:21:00,-0.35889699999999997,-2.6160099999999997,-4.041,0.862
2019-03-10 05:22:00,-0.352556,-2.7801099999999996,-4.039,0.825
2019-03-10 05:23:00,-0.346342,-2.79942,-4.039,0.9129999999999999
2019-03-10 05:24:00,-0.345303,-2.8138900000000002,-4.061,0.0
2019-03-10 05:25:00,-0.34132199999999996,-2.83319,-4.133,0.0
2019-03-10 05:26:00,-0.341712,-2.87182,-4.178,0.0
2019-03-10 05:27:00,-0.349115,-2.85734,-4.213,0.0
2019-03-10 05:28:00,-0.352821,-2.87182,-4.227,0.258
2019-03-10 05:29:00,-0.31364000000000003,-2.86217,-4.2410000000000005,0.812
2019-03-10 05:30:00,-0.329988,-2.8139,-4.237,0.975
2019-03-10 05:31:00,-0.350636,-2.81873,-4.257,1.013
2019-03-10 05:32:00,-0.36367,-2.79942,-4.247,1.075
2019-03-10 05:33:00,-0.372064,-2.79942,-4.246,1.188
2019-03-10 05:34:00,-0.38514,-2.79943,-4.263999999999999,1.288
2019-03-10 05:35:00,-0.398938,-2.79943,-4.263,1.3
2019-03-10 05:36:00,-0.380273,-2.78978,-4.277,1.4380000000000002
2019-03-10 05:37:00,-0.39647899999999997,-2.6787799999999997,-4.288,1.525
2019-03-10 05:38:00,-0.429613,-2.62569,-4.305,1.5630000000000002
2019-03-10 05:39:00,-0.403396,-2.63536,-4.325,1.338
2019-03-10 05:40:00,-0.38397600000000004,-2.61605,-4.342,1.25
2019-03-10 05:41:00,-0.388542,-2.64018,-4.334,1.15
2019-03-10 05:42:00,-0.40977399999999997,-2.70776,-4.297,1.013
2019-03-10 05:43:00,-0.41747399999999996,-2.79947,-4.265,0.767
2019-03-10 05:44:00,-0.455162,-2.7946299999999997,-4.239,0.233
2019-03-10 05:45:00,-0.48135600000000006,-2.79946,-4.178999999999999,0.092
2019-03-10 05:46:00,-0.46693900000000005,-2.8235900000000003,-4.104,0.0
2019-03-10 05:47:00,-0.47780500000000004,-2.8670299999999997,-4.065,0.0
2019-03-10 05:48:00,-0.404724,-2.9394299999999998,-4.06,0.0
2019-03-10 05:49:00,-0.42255699999999996,-2.92978,-4.045,0.0
2019-03-10 05:50:00,-0.397463,-2.9153,-4.013999999999999,0.0
2019-03-10 05:51:00,-0.309875,-2.85255,-4.002,0.0
2019-03-10 05:52:00,-0.321356,-2.8236,-3.995,0.0
2019-03-10 05:53:00,-0.32468800000000003,-2.80912,-4.002,0.0
2019-03-10 05:54:00,-0.336228,-2.73189,-3.997,0.0
2019-03-10 05:55:00,-0.33966799999999997,-2.6064,-3.991,0.0
2019-03-10 05:56:00,-0.341869,-2.60158,-3.9989999999999997,0.0
2019-03-10 05:57:00,-0.341069,-2.60641,-3.9789999999999996,0.0
2019-03-10 05:58:00,-0.332754,-2.60641,-3.9810000000000003,0.0
2019-03-10 05:59:00,-0.316971,-2.61123,-3.9789999999999996,0.0
2019-03-10 06:00:00,-0.296817,-2.66915,-3.9789999999999996,0.0
2019-03-10 06:01:00,-0.260789,-2.79947,-3.978,0.0
2019-03-10 06:02:00,-0.185377,-2.79948,-3.9789999999999996,0.0
2019-03-10 06:03:00,-0.1269,-2.79949,-3.978,0.0
2019-03-10 06:04:00,-0.084351,-2.69331,-3.9760000000000004,0.0
2019-03-10 06:05:00,-0.02635,-2.44233,-4.0,0.0
2019-03-10 06:06:00,0.063436,-2.20582,-4.015,0.0
2019-03-10 06:07:00,0.14576,-1.94035,-4.038,0.0
